scenario_name,model_name,fit_status,selection_strategy,cv_splits,cv_accuracy_mean,cv_precision_macro_mean,cv_recall_macro_mean,cv_f1_macro_mean,cv_f1_weighted_mean,cv_accuracy_std,cv_f1_macro_std,selected_for_tuning,is_scenario_winner,is_final_selected,tuned_cv_f1_macro,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_f1_weighted,best_params_json,error_message
zone_mean_only,extra_trees,success,stratified_group_kfold,2,0.7165242165242165,0.7440170940170939,0.780982905982906,0.7323377477223632,0.6951872201872201,0.024216524216524205,0.023790739175354625,True,True,False,0.7323377477223632,0.9166666666666666,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.9166666666666666,"{""model__n_estimators"": 360, ""model__min_samples_leaf"": 2, ""model__max_features"": ""sqrt"", ""model__max_depth"": null}",
zone_mean_only,logistic_regression,success,stratified_group_kfold,2,0.6239316239316239,0.7474358974358974,0.7339743589743589,0.7241758241758242,0.6321123321123321,0.06837606837606836,0.001098901098901095,True,False,False,,,,,,,,
zone_mean_only,catboost,success,stratified_group_kfold,2,0.5106837606837606,0.610989010989011,0.6730769230769231,0.6079420579420579,0.4691333358000025,0.06623931623931623,0.03125208125208123,False,False,False,,,,,,,,
zone_mean_only,lightgbm,success,stratified_group_kfold,2,0.6054131054131053,0.6242368742368742,0.6324786324786325,0.602874902874903,0.596356729690063,0.0868945868945869,0.05353535353535355,False,False,False,,,,,,,,
zone_mean_only,random_forest,success,stratified_group_kfold,2,0.5641025641025641,0.4993589743589743,0.5694444444444444,0.4920537795537795,0.5098622056955391,0.10256410256410253,0.08166416916416916,False,False,False,,,,,,,,
zone_mean_only,xgboost,success,stratified_group_kfold,2,0.5256410256410257,0.38308913308913306,0.47756410256410253,0.3992626806391988,0.4566472913301523,0.141025641025641,0.1668028327947356,False,False,False,,,,,,,,
zone_mean_plus_variability,extra_trees,success,stratified_group_kfold,2,0.7727920227920227,0.8166666666666667,0.829059829059829,0.8057387057387057,0.7588658255324922,0.04202279202279202,0.06605616605616604,True,True,True,0.8057387057387057,0.875,0.8205128205128205,0.8461538461538461,0.8307692307692308,0.8416666666666667,"{""model__n_estimators"": 360, ""model__min_samples_leaf"": 2, ""model__max_features"": ""sqrt"", ""model__max_depth"": null}",
zone_mean_plus_variability,logistic_regression,success,stratified_group_kfold,2,0.7357549857549857,0.775,0.7852564102564102,0.7686023127199599,0.7316071727836433,0.0049857549857549865,0.01646556058320764,True,False,False,,,,,,,,
zone_mean_plus_variability,catboost,success,stratified_group_kfold,2,0.6225071225071226,0.7291666666666666,0.733974358974359,0.6878205128205128,0.6179012345679012,0.007122507122507116,0.030128205128205077,False,False,False,,,,,,,,
zone_mean_plus_variability,random_forest,success,stratified_group_kfold,2,0.6403133903133903,0.6572344322344321,0.6794871794871795,0.6357800094642199,0.5990076849725973,0.06339031339031342,0.08413165781586834,False,False,False,,,,,,,,
zone_mean_plus_variability,lightgbm,success,stratified_group_kfold,2,0.5448717948717948,0.5815018315018315,0.6132478632478633,0.5665501165501166,0.5247431580764914,0.12179487179487178,0.17447552447552445,False,False,False,,,,,,,,
zone_mean_plus_variability,xgboost,success,stratified_group_kfold,2,0.4700854700854701,0.32646520146520147,0.43482905982905984,0.3633810633810634,0.38646600313266977,0.08547008547008547,0.12662892662892664,False,False,False,,,,,,,,
